date,time,day_of_week,temperature,humidity,weather,occupancy,number_of_appliances_used,total_energy_kwh,tariff_rs_per_kwh,total_electricity_bill_rs
2023-04-16,21:30:00,Sunday,22.6537275312246,74,cloudy,2,3,2.599340670867766,6.03,15.67
2023-04-16,22:00:00,Sunday,32.78147501045673,51,cloudy,2,3,3.5524968580828564,6.04,21.46
2023-04-16,22:30:00,Sunday,39.62336652926409,91,sunny,3,3,6.11589508371712,7.06,43.18
2023-04-16,23:00:00,Sunday,27.914969627580845,85,rainy,4,5,0.7646078297289782,5.36,4.1
2023-04-16,23:30:00,Sunday,30.525105441368837,79,cloudy,5,5,1.8356200729049046,5.43,9.97
2023-04-17,00:00:00,Monday,28.422592379076637,83,windy,3,5,0.5397801963393211,5.37,2.9
2023-04-17,00:30:00,Monday,24.432076650464122,78,rainy,1,2,0.2490592935447417,5.14,1.28
2023-04-17,01:00:00,Monday,18.89619861098992,63,windy,5,6,2.8171961812404804,5.21,4.89
2023-04-17,01:30:00,Monday,24.471132584523176,48,sunny,3,4,1.1663281775414207,5.31,6.19
2023-04-17,02:00:00,Monday,21.040208095241343,51,rainy,3,4,0.5657623815540409,5.5,3.11
2023-04-17,02:30:00,Monday,36.52051039029559,75,sunny,2,4,4.158348368753086,5.07,7.03
2023-04-17,03:00:00,Monday,27.424451530383806,76,rainy,4,6,0.833868307324193,5.13,4.28
2023-04-17,03:30:00,Monday,26.270403354764145,48,rainy,4,5,0.6468235970881503,5.4,3.49
2023-04-17,04:00:00,Monday,32.44576912393903,78,cloudy,5,7,2.0407156180069776,5.7,11.63
2023-04-17,04:30:00,Monday,22.39124448572056,85,windy,3,5,0.6549919425045844,5.35,3.5
2023-04-17,05:00:00,Monday,24.165679809977238,91,windy,2,4,0.4050358057873747,5.5,2.23
2023-04-17,05:30:00,Monday,28.340361346243107,61,sunny,1,1,0.6396279888561315,5.33,3.41
2023-04-17,06:00:00,Monday,33.1438449571174,56,sunny,3,4,1.3885752381515861,5.26,7.3
2023-04-17,06:30:00,Monday,30.50842522584394,72,sunny,2,2,1.1293694182784537,5.42,6.12
2023-04-17,07:00:00,Monday,29.24162571257941,86,sunny,1,1,0.6284635443180742,5.4,3.39
2023-04-17,07:30:00,Monday,28.39058867618008,63,sunny,1,3,0.7099030863918773,5.37,3.81
2023-04-17,08:00:00,Monday,30.001179277633877,54,rainy,5,5,3.4275921219220504,5.63,19.3
2023-04-17,08:30:00,Monday,29.008264525646272,68,cloudy,4,6,5.882829574035383,7.26,42.71
2023-04-17,09:00:00,Monday,22.85013862611532,71,rainy,4,6,2.3846322349003772,5.52,13.16
2023-04-17,09:30:00,Monday,28.230396108165756,72,cloudy,5,5,6.391295749180021,6.58,42.05
2023-04-17,10:00:00,Monday,22.631556705411235,68,windy,3,4,2.18234342265782,5.55,12.11
2023-04-17,10:30:00,Monday,28.40541271450412,54,sunny,2,3,2.9021917948972056,5.62,16.31
2023-04-17,11:00:00,Monday,25.59676029255879,66,cloudy,4,6,4.832625270662747,5.94,28.71
2023-04-17,11:30:00,Monday,40.0,73,sunny,5,5,7.484769597235653,7.63,57.11
2023-04-17,12:00:00,Monday,27.800528081241442,43,rainy,4,5,2.453826604933998,5.58,13.69
2023-04-17,12:30:00,Monday,20.978802168692056,88,sunny,4,4,4.667584683610388,6.22,29.03
2023-04-17,13:00:00,Monday,27.329098946615378,87,sunny,4,4,4.928213564799772,6.01,29.62
2023-04-17,13:30:00,Monday,30.59679372818944,57,rainy,3,3,6.0524156033954615,5.78,11.66
2023-04-17,14:00:00,Monday,36.366819730762614,60,rainy,5,7,3.8123750121502225,5.82,22.19
2023-04-17,14:30:00,Monday,25.05273800030641,87,cloudy,4,6,4.795019784505195,5.53,26.52
2023-04-17,15:00:00,Monday,20.0878601298818,47,cloudy,4,6,4.838217328704843,6.2,30.0
2023-04-17,15:30:00,Monday,32.084185057154905,45,cloudy,5,6,6.789233744880747,6.63,45.01
2023-04-17,16:00:00,Monday,21.097006470501746,93,cloudy,1,1,1.0627729628990135,5.06,5.38
2023-04-17,16:30:00,Monday,25.819222792462575,59,sunny,3,5,3.2212545700532838,5.97,19.23
2023-04-17,17:00:00,Monday,26.71189757244503,41,rainy,3,3,1.8000589052067266,5.26,9.47
2023-04-17,17:30:00,Monday,27.65183273349946,90,sunny,2,2,2.7557767764846677,6.16,16.98
2023-04-17,18:00:00,Monday,31.445822285371676,84,sunny,2,4,3.4796740939683515,6.21,21.61
2023-04-17,18:30:00,Monday,24.58182858856806,61,sunny,1,2,1.7891786337214075,5.27,9.43
2023-04-17,19:00:00,Monday,26.631353739166197,93,cloudy,2,4,2.260357120531753,6.21,14.04
2023-04-17,19:30:00,Monday,27.928648235253057,60,rainy,4,4,2.3999647193126146,5.76,13.82
2023-04-17,20:00:00,Monday,28.74798978759394,45,sunny,4,4,5.337683222107735,6.68,35.66
2023-04-17,20:30:00,Monday,28.489135873539613,71,sunny,2,3,2.8597760483104415,6.43,18.39
2023-04-17,21:00:00,Monday,30.1800288761129,45,cloudy,3,5,4.190215594707272,5.88,24.64
2023-04-17,21:30:00,Monday,32.21919754820868,52,cloudy,1,1,2.8811546780544908,5.6,16.13
2023-04-17,22:00:00,Monday,29.96317057825484,40,rainy,4,4,2.6066192421401397,6.33,16.5
2023-04-17,22:30:00,Monday,30.267927617546093,61,sunny,1,1,2.0158638768579418,6.12,12.34
2023-04-17,23:00:00,Monday,20.08888416626761,92,sunny,2,2,0.6725073292749253,5.31,3.57
2023-04-17,23:30:00,Monday,28.251138495828403,63,sunny,5,7,1.8837114873525347,5.1,9.61
2023-04-18,00:00:00,Tuesday,30.397537740008044,80,cloudy,1,3,0.5488218149593715,5.39,2.96
2023-04-18,00:30:00,Tuesday,31.64470597285225,69,cloudy,1,3,0.6506664624718221,5.13,3.34
2023-04-18,01:00:00,Tuesday,24.53824612883103,61,cloudy,2,4,0.6937435386590827,5.06,3.51
2023-04-18,01:30:00,Tuesday,24.704803625556774,83,rainy,2,4,0.4368291148454598,5.11,2.23
2023-04-18,02:00:00,Tuesday,25.129496623582007,51,cloudy,4,5,1.3667201482672076,5.36,7.33
2023-04-18,02:30:00,Tuesday,30.682069499456716,65,rainy,5,7,0.9722713585437684,5.4,5.25
2023-04-18,03:00:00,Tuesday,33.16940527462104,43,sunny,5,5,1.9151204982023369,5.15,9.86
2023-04-18,03:30:00,Tuesday,25.96269946354199,58,sunny,1,3,0.4978964856049807,5.18,2.58
2023-04-18,04:00:00,Tuesday,32.53981156813524,55,cloudy,5,6,6.1349393935495415,5.67,11.6
2023-04-18,04:30:00,Tuesday,28.61739904582297,51,cloudy,2,2,0.8465346537732534,5.25,4.44
2023-04-18,05:00:00,Tuesday,27.378571114187817,72,sunny,2,3,2.3074941979483636,5.14,3.95
2023-04-18,05:30:00,Tuesday,26.943078850910155,94,cloudy,2,2,0.7680156553516162,5.49,4.22
2023-04-18,06:00:00,Tuesday,31.733056823010784,60,sunny,1,1,0.7611228240595088,5.39,4.1
2023-04-18,06:30:00,Tuesday,29.62788908393535,75,cloudy,3,5,1.1146324055052395,5.31,5.92
2023-04-18,07:00:00,Tuesday,39.37912713823819,48,windy,2,3,0.7674586669944724,5.37,4.12
2023-04-18,07:30:00,Tuesday,23.738876785013378,78,sunny,5,6,1.5903145653492754,5.12,8.14
2023-04-18,08:00:00,Tuesday,30.590508510149878,81,sunny,5,5,6.613515394263183,7.39,48.87
2023-04-18,08:30:00,Tuesday,25.353994950942436,84,rainy,2,4,1.2010910040782303,5.2,6.25
2023-04-18,09:00:00,Tuesday,23.65356506505678,47,cloudy,3,3,3.34961952321349,5.97,20.0
2023-04-18,09:30:00,Tuesday,27.94566431482514,59,sunny,1,2,1.4768053353845603,5.45,8.05
2023-04-18,10:00:00,Tuesday,28.68676239703518,49,rainy,2,2,1.5277766038625986,5.47,8.36
2023-04-18,10:30:00,Tuesday,40.0,71,sunny,1,3,3.190089879608015,6.27,20.0
2023-04-18,11:00:00,Tuesday,27.07927092158399,67,sunny,3,4,3.8503035638399337,6.27,24.14
2023-04-18,11:30:00,Tuesday,22.349106352576584,49,cloudy,2,2,2.750805641183597,6.25,17.19
2023-04-18,12:00:00,Tuesday,29.365053587471927,47,cloudy,2,4,3.485067967731331,6.13,21.36
2023-04-18,12:30:00,Tuesday,18.0,91,cloudy,2,3,2.6407208313258335,5.7,15.05
2023-04-18,13:00:00,Tuesday,27.54021608697867,86,sunny,4,6,4.566767719847295,6.09,27.81
2023-04-18,13:30:00,Tuesday,28.080126411475803,72,cloudy,2,2,3.0104244468375367,5.57,16.77
2023-04-18,14:00:00,Tuesday,31.97300191472606,86,rainy,2,3,2.146581965197522,5.54,11.89
2023-04-18,14:30:00,Tuesday,32.86811124713923,88,rainy,3,5,2.3573282459588114,6.34,14.95
2023-04-18,15:00:00,Tuesday,25.482151905461414,52,rainy,3,4,2.108649581714327,6.05,12.76
2023-04-18,15:30:00,Tuesday,27.246929926850335,83,cloudy,4,4,4.905354603979907,5.53,27.13
2023-04-18,16:00:00,Tuesday,24.169395846946646,74,cloudy,2,2,2.0534467988670273,5.78,11.87
2023-04-18,16:30:00,Tuesday,22.35968722596153,94,rainy,5,7,2.6858644408262795,6.19,16.63
2023-04-18,17:00:00,Tuesday,29.549473896903173,90,cloudy,1,2,2.2185275331261933,6.44,14.29
2023-04-18,17:30:00,Tuesday,21.632072257017004,68,cloudy,2,2,2.5123876706313233,6.35,15.95
2023-04-18,18:00:00,Tuesday,25.926865497140685,44,sunny,4,6,5.288931359611054,7.04,37.23
2023-04-18,18:30:00,Tuesday,23.024130200503812,42,rainy,5,7,2.7790680446028397,5.79,16.09
2023-04-18,19:00:00,Tuesday,30.748415931451298,92,sunny,3,5,4.700818638932129,5.82,27.36
2023-04-18,19:30:00,Tuesday,37.00715049633244,76,sunny,1,2,3.332819803766208,6.24,20.8
2023-04-18,20:00:00,Tuesday,21.492060085983343,80,cloudy,4,4,4.445240622656767,6.31,28.05
2023-04-18,20:30:00,Tuesday,18.734907585512154,45,windy,3,3,1.8284566047177415,5.21,9.53
2023-04-18,21:00:00,Tuesday,27.375565573249663,87,sunny,2,3,2.28859887979191,6.13,14.03
2023-04-18,21:30:00,Tuesday,28.07848897978879,81,sunny,4,4,4.6530993421214,6.25,29.08
2023-04-18,22:00:00,Tuesday,29.09329653378649,55,rainy,2,4,1.85414335173727,5.43,10.07
2023-04-18,22:30:00,Tuesday,25.768397423828276,74,sunny,4,6,5.032624246111647,7.27,36.59
2023-04-18,23:00:00,Tuesday,26.99680350587284,57,cloudy,4,5,1.6334057630857648,5.44,8.89
2023-04-18,23:30:00,Tuesday,29.83755205270301,50,rainy,2,4,0.5277234366920721,5.17,2.73
2023-04-19,00:00:00,Wednesday,33.2021544632242,90,sunny,4,4,1.7459327090402375,5.36,9.36
2023-04-19,00:30:00,Wednesday,18.224756148408588,62,sunny,3,3,1.1588497582325408,5.22,6.05
2023-04-19,01:00:00,Wednesday,26.155302804842687,86,cloudy,3,4,0.9851293052651207,5.47,5.39
2023-04-19,01:30:00,Wednesday,29.069043969705316,50,sunny,1,3,0.6325420479598031,5.14,3.25
2023-04-19,02:00:00,Wednesday,23.41011947694632,68,sunny,1,1,0.49255846501393585,5.4,2.66
2023-04-19,02:30:00,Wednesday,36.6558481588365,93,rainy,4,4,3.154378192166589,5.47,5.75
2023-04-19,03:00:00,Wednesday,24.822950598856316,81,sunny,3,3,0.9568049950506554,5.35,5.12
2023-04-19,03:30:00,Wednesday,27.793536564963585,66,cloudy,2,4,0.9890704351849017,5.4,5.34
2023-04-19,04:00:00,Wednesday,30.780110484211455,48,sunny,4,4,1.6877781305389177,5.45,9.2
2023-04-19,04:30:00,Wednesday,25.043576055990528,74,windy,2,4,0.3907346559388387,5.18,2.02
2023-04-19,05:00:00,Wednesday,18.767134760977914,94,sunny,5,5,1.6000588095336652,5.1,8.16
2023-04-19,05:30:00,Wednesday,25.856727365417335,48,sunny,1,3,0.41578082040357817,5.47,2.27
2023-04-19,06:00:00,Wednesday,33.1472027796352,57,rainy,4,4,0.857536900652413,5.06,4.34
2023-04-19,06:30:00,Wednesday,26.315524366074307,83,cloudy,4,6,1.386530795785194,5.26,7.29
2023-04-19,07:00:00,Wednesday,23.767828492705107,94,cloudy,2,3,0.777686487130505,5.19,4.04
2023-04-19,07:30:00,Wednesday,32.62836104751361,60,sunny,1,2,0.7486512723592251,5.3,3.97
2023-04-19,08:00:00,Wednesday,26.346125519884737,87,rainy,2,3,1.4130042844146335,5.5,7.77
2023-04-19,08:30:00,Wednesday,25.449195931748914,75,rainy,2,2,1.04580665033043,5.06,5.29
2023-04-19,09:00:00,Wednesday,28.74728044831655,40,cloudy,1,3,1.5017356278470133,5.39,8.09
2023-04-19,09:30:00,Wednesday,31.853751048093937,66,rainy,5,5,3.509403039039015,5.53,19.41
2023-04-19,10:00:00,Wednesday,39.90856765866273,84,rainy,3,5,3.4611719163419505,5.77,19.97
2023-04-19,10:30:00,Wednesday,32.136180538287114,79,cloudy,3,5,4.864543010501664,6.21,30.21
2023-04-19,11:00:00,Wednesday,33.79919983194172,77,sunny,5,5,0.712933488080781,6.83,48.69
2023-04-19,11:30:00,Wednesday,25.470169005060722,68,windy,1,3,0.8778925076384231,5.32,4.67
2023-04-19,12:00:00,Wednesday,22.870659470152617,79,windy,4,5,2.319028466001082,6.47,15.0
2023-04-19,12:30:00,Wednesday,28.311656748095615,58,cloudy,1,1,2.0138824174915753,6.38,12.85
2023-04-19,13:00:00,Wednesday,28.53584957629798,63,cloudy,2,3,2.543591941184973,6.34,16.13
2023-04-19,13:30:00,Wednesday,22.607436293177013,83,sunny,1,2,1.741402702846986,5.13,8.93
2023-04-19,14:00:00,Wednesday,27.123527350479936,40,rainy,3,4,2.149523518182677,5.78,12.42
2023-04-19,14:30:00,Wednesday,29.996588008595655,75,sunny,4,4,5.6740321775985905,7.44,42.21
2023-04-19,15:00:00,Wednesday,29.8019669750904,62,cloudy,5,6,6.033616742045368,7.37,44.47
2023-04-19,15:30:00,Wednesday,30.521439266921362,52,rainy,1,1,1.2599911662950471,5.17,6.51
2023-04-19,16:00:00,Wednesday,29.454823650687214,69,rainy,4,4,2.49851808162282,5.93,14.82
2023-04-19,16:30:00,Wednesday,25.464956703649722,88,cloudy,4,5,5.073624989123627,7.28,36.94
2023-04-19,17:00:00,Wednesday,25.430496866755785,90,cloudy,3,5,3.2916230023187247,6.03,19.85
2023-04-19,17:30:00,Wednesday,22.005243010030618,90,sunny,2,4,2.340789437659612,5.96,13.95
2023-04-19,18:00:00,Wednesday,36.923875195925476,93,sunny,4,4,6.000985209349446,6.63,39.79
2023-04-19,18:30:00,Wednesday,28.067251823096466,76,sunny,4,5,4.204129485475179,5.94,24.97
2023-04-19,19:00:00,Wednesday,26.87573472102574,50,sunny,1,1,1.4093458885321497,5.5,7.75
2023-04-19,19:30:00,Wednesday,23.356039592737705,46,sunny,5,7,5.667637013653087,6.91,39.16
2023-04-19,20:00:00,Wednesday,40.0,74,sunny,1,1,3.417571916331947,6.2,21.19
2023-04-19,20:30:00,Wednesday,22.63335983888552,50,rainy,3,3,2.151406091987302,6.01,12.93
2023-04-19,21:00:00,Wednesday,25.855760371969634,88,sunny,4,6,5.291699642150101,7.45,39.42
2023-04-19,21:30:00,Wednesday,30.079184181430303,82,sunny,2,3,9.85427203175775,6.25,20.53
2023-04-19,22:00:00,Wednesday,31.00106482872139,86,cloudy,4,6,5.4950593391454845,7.62,41.87
2023-04-19,22:30:00,Wednesday,32.78966027607842,90,rainy,2,3,2.031494145860023,6.15,12.49
2023-04-19,23:00:00,Wednesday,37.03804253884631,79,sunny,2,3,1.1996842854752299,5.48,6.57
2023-04-19,23:30:00,Wednesday,30.53078827730356,87,sunny,2,4,0.9273314911540392,5.06,4.69
2023-04-20,00:00:00,Thursday,22.719846000166662,60,cloudy,5,5,1.4473242257848613,5.23,7.57
2023-04-20,00:30:00,Thursday,26.715274374391093,86,windy,1,1,0.2759566659896166,5.35,1.48
2023-04-20,01:00:00,Thursday,29.539161862569426,42,rainy,3,5,0.6105324889548311,5.26,3.21
2023-04-20,01:30:00,Thursday,38.34113020752912,69,windy,5,6,1.1794638709149838,5.47,6.45
2023-04-20,02:00:00,Thursday,21.010972607878514,63,rainy,5,7,0.9378453774212079,5.1,4.78
2023-04-20,02:30:00,Thursday,34.012882526126134,77,sunny,2,2,1.1195331719759904,5.26,5.89
2023-04-20,03:00:00,Thursday,28.899571847732084,42,sunny,5,5,2.0383265206415246,6.36,12.96
2023-04-20,03:30:00,Thursday,32.1891526761474,76,sunny,3,4,1.3893864271688232,5.39,7.49
2023-04-20,04:00:00,Thursday,27.49002641682034,72,cloudy,3,5,1.162853827107902,5.4,6.28
2023-04-20,04:30:00,Thursday,23.787836849368368,61,sunny,4,4,1.4430114381816848,5.25,7.58
2023-04-20,05:00:00,Thursday,31.75436389700666,70,cloudy,5,7,1.8457949833228657,5.2,9.6
2023-04-20,05:30:00,Thursday,31.272155135528106,85,rainy,4,6,0.907041166074723,5.27,4.78
2023-04-20,06:00:00,Thursday,32.86028482869861,51,sunny,3,5,1.1869034628108532,5.13,6.09
2023-04-20,06:30:00,Thursday,27.933476823106822,84,sunny,5,6,1.683722410663755,5.34,8.99
2023-04-20,07:00:00,Thursday,25.000889883400752,53,sunny,2,2,0.7660038285695923,5.4,4.14
2023-04-20,07:30:00,Thursday,20.206065024880793,51,cloudy,2,3,0.7451780600265497,5.07,3.78
2023-04-20,08:00:00,Thursday,32.096866340697034,94,cloudy,5,5,6.502021116351416,7.22,46.94
2023-04-20,08:30:00,Thursday,30.11944741221993,66,rainy,4,4,2.8331816147030526,6.08,17.23
2023-04-20,09:00:00,Thursday,23.171086835680203,52,sunny,4,6,4.772581672780953,5.77,27.54
2023-04-20,09:30:00,Thursday,25.307131633516878,63,sunny,2,4,2.0285713046381075,6.5,13.19
2023-04-20,10:00:00,Thursday,25.666205940242797,77,windy,4,4,2.627483336296338,6.0,15.76
2023-04-20,10:30:00,Thursday,20.58507784008791,92,sunny,2,4,2.523566503642675,6.39,16.13
2023-04-20,11:00:00,Thursday,23.91158801697433,86,sunny,1,3,1.2200076139491611,5.13,6.26
2023-04-20,11:30:00,Thursday,22.33084821596823,93,rainy,2,4,1.2499968157761754,5.38,6.72
2023-04-20,12:00:00,Thursday,25.937604940560316,94,sunny,1,2,1.5662137581315134,5.08,7.96
2023-04-20,12:30:00,Thursday,24.306512508352185,87,windy,5,6,2.8826798038539114,5.58,16.09
2023-04-20,13:00:00,Thursday,19.864975395666256,48,rainy,1,1,0.5535238568720359,5.13,2.84
2023-04-20,13:30:00,Thursday,38.11295115284741,47,windy,3,5,2.5300989952185846,6.24,15.79
2023-04-20,14:00:00,Thursday,34.262703655146154,76,cloudy,4,6,5.750315369248434,7.69,44.22
2023-04-20,14:30:00,Thursday,24.104902892400073,54,cloudy,1,3,1.4174642157985649,5.41,7.67
2023-04-20,15:00:00,Thursday,29.36210698326805,46,cloudy,3,4,3.725743318692345,5.93,22.09
2023-04-20,15:30:00,Thursday,30.087325449106476,63,cloudy,3,3,4.252461566439624,6.15,26.15
2023-04-20,16:00:00,Thursday,33.95542927386738,88,sunny,4,6,5.545837736379728,7.07,39.21
2023-04-20,16:30:00,Thursday,23.906974866699606,55,sunny,2,3,2.240108717259033,5.75,12.88
2023-04-20,17:00:00,Thursday,33.46053391991213,63,sunny,3,4,4.259342638357883,6.12,26.07
2023-04-20,17:30:00,Thursday,25.260473478965324,82,rainy,1,3,0.9553431336443129,5.28,5.04
2023-04-20,18:00:00,Thursday,21.320687979156933,46,rainy,4,6,2.4256346721781052,6.04,14.65
2023-04-20,18:30:00,Thursday,31.62068279657249,82,sunny,1,2,5.790504927583203,5.07,9.79
2023-04-20,19:00:00,Thursday,34.45379212061214,67,sunny,2,3,3.776052634242471,5.63,21.26
2023-04-20,19:30:00,Thursday,40.0,41,sunny,4,4,6.910021448833953,7.1,49.06
2023-04-20,20:00:00,Thursday,22.001373674548933,73,cloudy,3,4,3.3577160728099074,5.87,19.71
2023-04-20,20:30:00,Thursday,31.494598425403943,77,cloudy,1,2,2.16270665681086,5.93,12.82
2023-04-20,21:00:00,Thursday,25.950993781032334,42,cloudy,1,1,1.5022454541420103,5.22,7.84
2023-04-20,21:30:00,Thursday,31.916793552620156,40,sunny,3,4,4.469556467226858,6.21,27.76
2023-04-20,22:00:00,Thursday,20.647552243843748,70,sunny,3,4,3.2840409824843255,5.69,18.69
2023-04-20,22:30:00,Thursday,21.68615112150718,62,sunny,2,2,2.6277011364837137,6.44,16.92
2023-04-20,23:00:00,Thursday,24.12062588416758,59,rainy,2,2,0.38591066677399527,5.26,2.03
2023-04-20,23:30:00,Thursday,28.39482022834042,55,sunny,3,5,3.6553706567513395,5.2,6.34
2023-04-21,00:00:00,Friday,24.794593667308224,85,cloudy,4,5,1.3082132070144759,5.05,6.61
2023-04-21,00:30:00,Friday,31.295271719567097,71,cloudy,3,5,1.1111479199381253,5.2,5.78
2023-04-21,01:00:00,Friday,33.13447309128957,56,sunny,3,3,1.3603043212376262,5.33,7.25
2023-04-21,01:30:00,Friday,30.997887706226777,57,windy,5,6,1.0999681862305026,5.41,5.95
2023-04-21,02:00:00,Friday,36.09393819830434,43,cloudy,4,4,1.7402206148605435,5.38,9.36
2023-04-21,02:30:00,Friday,30.079133147276714,74,cloudy,4,5,1.6108295639318515,5.3,8.54
2023-04-21,03:00:00,Friday,21.915516448299165,79,sunny,2,4,0.7568753097529071,5.24,3.97
2023-04-21,03:30:00,Friday,34.8168825676917,75,windy,2,3,0.6382611004756554,5.28,3.37
2023-04-21,04:00:00,Friday,24.974218821970013,62,rainy,2,2,0.38932619939976676,5.48,2.13
2023-04-21,04:30:00,Friday,32.552092498427854,54,sunny,1,2,2.682802054539633,5.48,4.9
2023-04-21,05:00:00,Friday,35.868671082775535,52,cloudy,4,6,1.793361850422509,5.41,9.7
2023-04-21,05:30:00,Friday,30.283440053651997,53,sunny,5,7,1.7684216682423728,5.12,9.05
2023-04-21,06:00:00,Friday,20.519205934176753,53,windy,2,4,0.42947984109757775,5.47,2.35
2023-04-21,06:30:00,Friday,23.40893916745104,76,cloudy,2,2,0.7098647991942386,5.34,3.79
2023-04-21,07:00:00,Friday,34.613722334425674,44,rainy,2,3,0.5523832026873944,5.26,2.91
2023-04-21,07:30:00,Friday,27.154386571785917,61,sunny,2,3,0.8598262210732344,5.3,4.56
2023-04-21,08:00:00,Friday,28.39786767471083,67,rainy,2,2,1.5483567289204796,5.26,8.14
2023-04-21,08:30:00,Friday,31.794122080818045,84,sunny,1,3,1.9894311685293746,5.26,10.46
2023-04-21,09:00:00,Friday,31.481614310401618,43,sunny,5,5,17.183192548777516,7.02,40.21
2023-04-21,09:30:00,Friday,29.393999061927303,89,rainy,4,5,2.653920925728661,6.4,16.99
2023-04-21,10:00:00,Friday,26.95665814389767,77,sunny,5,6,6.232489970554241,7.05,43.94
2023-04-21,10:30:00,Friday,26.436657771338215,68,cloudy,3,4,3.690820716148477,5.73,21.15
2023-04-21,11:00:00,Friday,32.28949412645672,76,sunny,4,5,5.151045261809321,6.78,34.92
2023-04-21,11:30:00,Friday,30.767847655338965,74,cloudy,2,3,3.5364242064011364,5.64,19.95
2023-04-21,12:00:00,Friday,26.71349999691105,59,sunny,3,5,3.774011273524449,6.06,22.87
2023-04-21,12:30:00,Friday,33.410561564965704,74,rainy,3,3,2.5282572723661962,5.83,14.74
2023-04-21,13:00:00,Friday,27.35482942435108,74,cloudy,3,5,3.709299683064205,6.08,22.55
2023-04-21,13:30:00,Friday,23.741689128328034,59,sunny,3,4,3.4425223970821732,6.43,22.14
2023-04-21,14:00:00,Friday,24.205146505483278,41,cloudy,2,4,6.903227238982931,6.46,14.86
2023-04-21,14:30:00,Friday,23.10629581845117,91,cloudy,3,3,3.398869016992584,5.81,19.75
2023-04-21,15:00:00,Friday,26.637949916981565,57,cloudy,5,6,6.400068969022344,6.77,43.33
2023-04-21,15:30:00,Friday,34.168621391680965,69,sunny,2,4,4.276566322806807,5.56,23.78
2023-04-21,16:00:00,Friday,23.974524094847457,81,cloudy,3,3,3.65744653610528,5.78,21.14
2023-04-21,16:30:00,Friday,28.942378805090513,92,cloudy,3,5,3.399100658584893,6.01,20.43
2023-04-21,17:00:00,Friday,24.716553271862935,68,rainy,5,7,3.4202378810621683,6.11,20.9
2023-04-21,17:30:00,Friday,26.698454793642814,78,cloudy,1,1,1.9084965629808581,5.09,9.71
2023-04-21,18:00:00,Friday,20.44979394007374,91,sunny,1,2,1.2473588673985465,5.15,6.42
2023-04-21,18:30:00,Friday,26.897308854217314,61,sunny,5,7,6.05131370006131,6.56,39.7
2023-04-21,19:00:00,Friday,27.03147310097519,68,sunny,1,2,1.36479901419056,5.4,7.37
2023-04-21,19:30:00,Friday,30.701439720178477,85,sunny,4,4,5.793743847137412,6.83,39.57
2023-04-21,20:00:00,Friday,29.116404566276852,49,sunny,4,5,5.200353363702767,7.18,37.34
2023-04-21,20:30:00,Friday,22.008039375239775,59,rainy,4,6,0.23140282483715377,5.97,13.81
2023-04-21,21:00:00,Friday,33.420991220217715,55,rainy,1,3,1.5309934182043874,5.26,8.05
2023-04-21,21:30:00,Friday,29.05151520110998,45,sunny,4,4,4.861544635054002,6.17,30.0
2023-04-21,22:00:00,Friday,28.991967585887434,56,windy,4,6,2.8116812380428735,5.92,16.65
2023-04-21,22:30:00,Friday,27.954088233074305,45,sunny,1,3,1.534215604932402,5.15,7.9
2023-04-21,23:00:00,Friday,25.4112127638889,61,cloudy,5,5,1.576310415139152,5.23,8.24
2023-04-21,23:30:00,Friday,29.08901169874363,57,rainy,2,3,0.49482688360274446,5.42,2.68
2023-04-22,00:00:00,Saturday,30.37794217964291,71,cloudy,4,5,1.5615535800645495,5.3,8.28
2023-04-22,00:30:00,Saturday,19.265521543272225,67,sunny,1,2,0.28397952461902215,5.49,1.56
2023-04-22,01:00:00,Saturday,25.30619581326952,81,rainy,2,3,0.37081892261597327,5.4,2.0
2023-04-22,01:30:00,Saturday,26.725265147982054,49,windy,2,4,0.3797905428186888,5.42,2.06
2023-04-22,02:00:00,Saturday,29.28085302847139,80,cloudy,3,4,3.634839082100149,5.4,6.54
2023-04-22,02:30:00,Saturday,33.96655502963563,61,cloudy,2,2,1.015158019009738,5.24,5.32
2023-04-22,03:00:00,Saturday,24.14129592701609,67,sunny,4,4,1.4816293034236392,5.41,8.02
2023-04-22,03:30:00,Saturday,25.51019076591079,54,cloudy,5,6,1.8397994575774708,5.33,9.81
2023-04-22,04:00:00,Saturday,25.43732944676725,82,sunny,4,6,1.4912938679819452,5.14,7.67
2023-04-22,04:30:00,Saturday,23.992362049477293,68,rainy,3,3,0.5913185074283017,5.08,3.0
2023-04-22,05:00:00,Saturday,26.264067524438687,46,sunny,2,2,0.704417930869884,5.27,3.71
2023-04-22,05:30:00,Saturday,31.854011099939857,89,rainy,3,5,0.6354626654275554,5.31,3.37
2023-04-22,06:00:00,Saturday,22.730822523178272,73,rainy,4,4,0.7814988825257048,5.2,4.06
2023-04-22,06:30:00,Saturday,30.139071975764516,71,cloudy,4,5,1.4965161656788357,5.33,7.98
2023-04-22,07:00:00,Saturday,19.490488849908324,41,cloudy,4,5,1.360523236255827,5.11,6.95
2023-04-22,07:30:00,Saturday,25.19331001778897,65,sunny,5,6,1.8382261416957746,5.41,9.94
2023-04-22,08:00:00,Saturday,26.35255349891007,84,windy,4,6,2.7194923833475872,5.91,16.07
2023-04-22,08:30:00,Saturday,36.37429836457032,50,cloudy,4,4,6.266341165987863,7.37,46.18
2023-04-22,09:00:00,Saturday,26.62598847623656,64,rainy,2,2,1.5791731469717494,5.43,8.57
